Codice;Nome pozzo;Anno;Scopo;Esito;Prof;Tipo titolo;Nome titolo ;Operatore;Provincia/ Zona;Terra/ Mare;Latitudine;Longitudine;Profilo;Disp;Pdf
6301;STRANGOLAGALLI 001;1970;E;NP;687;M;STRANGOLAGALLI;LUMAX OIL;FR;T;41°34'22,00'';01°00'26,00'' E;1032;No;No
6446;TORRENTE TESINO 001;1970;E;NP;4233;R;TORRENTE TESINO;FINA;AP;T;43°04'26,00'';01°18'45,00'' E;757;Sì;Sì
6605;TREIA 001;1970;E;NP;2776;R;POLLENZA;ELF;MC;T;43°19'57,00'';00°51'38,50'' E;926;Sì;Sì
6659;TRIGNO 011 DIR;1970;S;GA;1315;M;MONTE PELOSO;AGIP;CB;T;41°59'48,00'';02°17'27,00'' E;794;No;No
6968;ZACCHEO 001;1970;E;NP;4112;R;NOTARESCO;MONTEDISON;TE;T;42°42'02,60'';01°24'33,00'' E;777;Sì;Sì
91;AGOSTINO NORD OVEST 001;1969;E;NP;3760;M;A.C 25.EA;AGIP;ZA;M;44°34'45,20'';12°26'58,60'';0;No;No
108;ALEX 001;1969;E;NP;3848;R;A.R 4.AS;AGIP;ZA;M;44°25'02,20'';12°57'13,10'';736;Sì;Sì
685;BASIL 001 BIS;1969;E;NP;3639;R;A.R 9.AG;AGIP;ZA;M;44°07'09,10'';13°01'47,10'';740;No;No
774;BICE 001;1969;E;NP;4322;R;A.R 10.AS;AGIP;ZA;M;44°00'50,60'';13°18'56,20'';737;No;No
1004;CA' BELLAVISTA 136;1969;S;GA;520;M;CA' BELLAVISTA;LAZZI GAS;BO;T;44°11'10,50'';01°31'52,00'' W;0;No;No
1005;CA' BELLAVISTA 137;1969;S;NP;135;M;CA' BELLAVISTA;LAZZI GAS;BO;T;44°11'14,00'';01°32'03,50'' W;0;No;No
1103;CAMPOMAGGIORE 001;1969;E;GA;2782;R;CAMPOMAGGIORE;AGIP;MT;T;40°35'50,00'';03°44'51,00'' E;752;Sì;Sì
1219;CAPRARA 001;1969;E;NP;3969;R;PESCARA;AGIP;PE;T;42°25'17,00'';01°39'01,50'' E;751;Sì;Sì
1245;CARTOCETO 001;1969;E;NP;2698;R;MONTEFELCINO;ELF;PS;T;43°46'02,00'';00°24'58,40'' E;929;Sì;Sì
1349;CASTELLANA 001 E;1969;E;NP;1075;R;CASTELLANA;MONTEDISON;PA;T;37°44'59,20'';01°23'53,40'' E;0;Sì;No
1364;CASTELMAURO 002;1969;E;NP;3753;R;CASTELMAURO;AGIP;CB;T;41°49'06,00'';02°15'01,50'' E;753;Sì;Sì
1403;CATIGNANO 001;1969;E;NP;898;R;CATIGNANO;MONTEDISON;PE;T;42°19'01,70'';01°32'27,03'' E;733;Sì;Sì
1536;CELLINO 023 BIS;1969;S;GA;1469;M;CASTEL VOMANO;MONTEDISON;TE;T;42°36'09,00'';01°25'10,00'' E;743;Sì;No
1607;CERVIA MARE 005;1969;E;GA;3675;M;CERVIA MARE;AGIP;ZA;M;44°17'27,00'';12°38'39,80'';905;No;No
1784;CLARA EST 001;1969;E;NP;4145;R;B.R 2.AS;AGIP;ZB;M;43°48'29,30'';13°58'58,30'';738;No;No
1840;COLLE D'ARMI 001;1969;E;NP;2156;R;COLLE D'ARMI;MONTEDISON;FG;T;41°37'56,70'';02°40'56,20'' E;732;Sì;Sì
1968;CORNELIA 001;1969;E;NP;3998;R;B.R 1.AS;AGIP;ZB;M;43°52'28,60'';13°30'42,90'';741;Sì;Sì
2266;CUPELLO 021;1969;S;GA;1504;S;FIUME TRESTE;AGIP;CH;T;42°01'08,00'';02°12'24,00'' E;759;No;No
2291;DANIEL 001;1969;E;NP;4950;R;B.R 10.AS;AGIP;ZB;M;43°15'46,60'';14°21'24,80'';758;Sì;Sì
2348;DIANA 001;1969;E;GA;4655;M;A.C 29.EA;AGIP;ZA;M;44°26'27,00'';12°25'34,10'';0;No;No
2381;DOSSO DEGLI ANGELI 001 DIR;1969;E;GA;4261;M;DOSSO DEGLI ANGELI;AGIP;RA;T;44°34'59,80'';00°14'37,00'' W;0;No;No
2417;EDMOND 001;1969;E;NP;173;R;B.R16.AS;AGIP;ZB;M;42°57'38,90'';14°37'49,40'';0;No;No
2418;EDMOND 001 A;1969;E;NP;915;R;B.R 16.AS;AGIP;ZB;M;42°57'43,70'';14°37'45,90'';0;Sì;No
2444;EMILIO 001;1969;E;NP;4285;R;B.R 14.AS;AGIP;ZB;M;42°50'05,80'';14°09'15,10'';749;No;No
2454;EMMA 001;1969;E;NP;4871;R;B.R 17.AS;AGIP;ZB;M;42°50'19,60'';14°26'21,50'';742;No;No
2589;FIUME CRATI 001;1969;E;NP;1388;R;FIUME CRATI;SNIA;CS;T;39°40'19,00'';04°02'55,00'' E;901;Sì;Sì
2627;FONTESPINA MARE 002;1969;E;NP;1246;R;PORTO RECANATI MARE;ELF;ZB;M;43°20'59,00'';13°43'35,40'';922;No;No
2775;GAGLIANO 030;1969;S;GA;2737;M;GAGLIANO;AGIP;EN;T;37°44'38,50'';02°04'10,50'' E;0;No;No
2777;GAGLIANO 032;1969;S;GA;2880;M;GAGLIANO;AGIP;EN;T;37°45'07,50'';02°06'11,00'' E;0;No;No
2778;GAGLIANO 033;1969;S;GA;3085;M;GAGLIANO;AGIP;EN;T;37°44'44,50'';02°05'19,00'' E;0;No;No
2779;GAGLIANO 034;1969;S;OL;3158;M;GAGLIANO;AGIP;EN;T;37°45'04,00'';02°05'14,50'' E;0;No;No
2809;GARAGUSO 001;1969;S;NP;2273;M;GARAGUSO;MONTEDISON;MT;T;40°33'45,10'';03°46'05,70'' E;744;No;No
2911;GELA 085;1969;S;OL;3647;R;GELA;AGIP;ZC;M;37°02'31,00'';14°14'53,40'';0;No;No
3190;LA COCCETTA 004;1969;S;GA;1300;M;COLLE PIETRA FRACIDA;AGIP;CH;T;41°59'42,50'';02°16'22,00'' E;754;No;No
3296;LIDIA 001;1969;E;NP;3764;M;A.C 31.EA;AGIP;ZA;M;44°34'55,30'';12°20'22,50'';0;No;No
3343;LORETO 001;1969;E;NP;2820;R;CIVITANOVA MARCHE;ELF;AN;T;43°25'46,00'';01°29'22,00'' E;928;Sì;Sì
3814;MONCHIO DELLE CORTI 001;1969;E;NP;1307;R;MONTE CAIO;MONTEDISON;PR;T;44°24'40,50'';02°18'55,50'' W;734;Sì;Sì
3892;MONTE CHIANCONE 001;1969;E;NP;2596;M;MONTE CHIANCONE;AGIP;FG;T;41°33'50,00'';02°44'10,00'' E;750;Sì;Sì
3941;MONTE S.VITO 001;1969;E;NP;1256;R;MONTE S.VITO;SPI;MT;T;40°37'05,35'';03°54'35,05'' E;735;Sì;Sì
3942;MONTE S.VITO 002;1969;E;NP;1054;R;MONTE S.VITO;SPI;MT;T;40°36'49,00'';03°57'29,00'' E;900;Sì;Sì
3973;MONTEFREDDO 001;1969;E;NP;1483;R;ROCCA S.CASCIANO;IDR.VAL LATINA;FO;T;44°02'25,00'';00°42'03,00'' W;934;Sì;Sì
4026;MONTESTILLO 017;1969;S;NP;2480;M;CARIGNANO;AGIP;FG;T;41°28'15,50'';02°46'32,00'' E;765;No;No
4027;MONTESTILLO 017 BIS;1969;S;GA;2155;M;CARIGNANO;AGIP;FG;T;41°28'15,50'';02°46'32,00'' E;766;No;No
4028;MONTESTILLO 018;1969;S;GA;2377;M;CARIGNANO;AGIP;FG;T;41°27'55,00'';02°46'50,00'' E;767;No;No
4180;OPPIDO LUCANO 001;1969;E;NP;1745;R;OPPIDO LUCANO;FINA;PZ;T;40°47'27,00'';03°33'12,00'' E;730;Sì;Sì
4317;PENNADOMO 002;1969;E;NP;1901;R;PENNADOMO;AGIP;CH;T;42°00'58,00'';01°56'50,50'' E;762;Sì;Sì
4318;PENNADOMO 003;1969;E;GA;1618;R;PENNADOMO;AGIP;CH;T;42°00'26,00'';01°55'10,00'' E;763;Sì;Sì
4319;PENNE 001;1969;E;NP;1641;R;PENNE;MONTEDISON;PE;T;42°26'04,00'';01°24'27,00'' E;745;Sì;Sì
4349;PESARO MARE 003;1969;E;NP;1501;R;PESARO MARE;MONTEDISON;ZB;M;43°54'32,00'';13°16'39,40'';746;Sì;Sì
4360;PETACCIATO 001;1969;E;NP;1504;R;PETACCIATO;FINA;CB;T;42°00'24,70'';02°24'43,00'' E;731;Sì;Sì
4536;POGGIO 001;1969;E;NP;1508;R;POGGIO;SPI;PR;T;44°40'27,00'';02°13'04,00'' W;739;Sì;Sì
4658;PORTO CORSINI MARE EST 019;1969;S;GA;2286;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'16,30'';12°34'29,70'';911;No;No
4659;PORTO CORSINI MARE EST 020;1969;S;GA;2274;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'16,30'';12°34'29,70'';912;No;No
4660;PORTO CORSINI MARE EST 022;1969;S;GA;2586;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'16,30'';12°34'29,70'';913;No;No
4661;PORTO CORSINI MARE EST 023;1969;S;GA;2527;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'16,30'';12°34'29,70'';914;No;No
4662;PORTO CORSINI MARE EST 024;1969;S;GA;2291;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'16,30'';12°34'29,70'';915;No;No
4663;PORTO CORSINI MARE EST 024 DIR BIS;1969;S;GA;2215;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'16,30'';12°34'29,70'';0;No;No
4722;PORTO CORSINI MARE OVEST 005 DIR;1969;S;GA;2840;M;A.C 26.EA;AGIP;ZA;M;44°30'31,20'';12°22'27,00'';0;No;No
4723;PORTO CORSINI MARE OVEST 006 DIR;1969;S;GA;3073;M;A.C 26.EA;AGIP;ZA;M;44°30'31,20'';12°22'27,00'';0;No;No
4724;PORTO CORSINI MARE OVEST 007 DIR;1969;S;GA;3064;M;A.C 26.EA;AGIP;ZA;M;44°30'31,20'';12°22'27,00'';0;No;No
4725;PORTO CORSINI MARE OVEST 008 DIR;1969;S;GA;3082;M;A.C 26.EA;AGIP;ZA;M;44°30'31,20'';12°22'27,00'';0;No;No
4726;PORTO CORSINI MARE OVEST 009 DIR;1969;S;GA;3071;M;A.C 26.EA;AGIP;ZA;M;44°30'31,20'';12°22'27,00'';0;No;No
4727;PORTO CORSINI MARE OVEST 010 DIR;1969;S;GA;3110;M;A.C 26.EA;AGIP;ZA;M;44°30'31,20'';12°22'27,00'';0;No;No
4728;PORTO CORSINI MARE OVEST 011 DIR;1969;S;GA;3050;M;A.C 26.EA;AGIP;ZA;M;44°30'26,60'';12°22'48,00'';0;No;No
4729;PORTO CORSINI MARE OVEST 012 DIR;1969;E;GA;5078;M;A.C 26.EA;AGIP;ZA;M;44°30'39,90'';12°21'35,70'';0;No;No
4730;PORTO CORSINI MARE OVEST 013 DIR;1969;S;GA;3092;M;A.C 26.EA;AGIP;ZA;M;44°30'39,90'';12°21'35,70'';0;No;No
4731;PORTO CORSINI MARE OVEST 014 DIR;1969;S;GA;3055;M;A.C 26.EA;AGIP;ZA;M;44°30'39,90'';12°21'35,70'';0;No;No
4732;PORTO CORSINI MARE OVEST 015 DIR;1969;S;GA;3054;M;A.C 26.EA;AGIP;ZA;M;44°30'39,90'';12°21'35,70'';0;No;No
4733;PORTO CORSINI MARE OVEST 016 DIR;1969;S;GA;3090;M;A.C 26.EA;AGIP;ZA;M;44°30'39,90'';12°21'35,70'';0;No;No
4734;PORTO CORSINI MARE OVEST 017 DIR;1969;S;GA;3057;M;A.C 26.EA;AGIP;ZA;M;44°30'39,90'';12°21'35,70'';0;No;No
4735;PORTO CORSINI MARE OVEST 018;1969;S;GA;3075;M;A.C 26.EA;AGIP;ZA;M;44°30'39,90'';12°21'35,70'';0;No;No
4770;PORTO GARIBALDI 016 DIR;1969;S;GA;3714;M;CERVIA MARE;AGIP;ZA;M;44°29'10,50'';12°31'53,10'';828;No;No
4771;PORTO GARIBALDI 017 DIR;1969;S;GA;3690;M;CERVIA MARE;AGIP;ZA;M;44°29'10,50'';12°31'53,10'';829;No;No
4773;PORTO GARIBALDI 019 DIR;1969;S;GA;3666;M;CERVIA MARE;AGIP;ZA;M;44°29'10,50'';12°31'53,10'';0;No;No
4979;RALLIO 001 C;1969;E;NP;411;M;RALLIO;CHIURA;PC;T;44°52'28,00'';02°52'15,00'' W;0;No;No
5131;RENDINA 002;1969;E;NP;1321;R;LAGO DI RENDINA;SNIA;PZ;T;41°06'15,40'';03°11'08,60'' E;804;Sì;Sì
5142;RICCIONE MARE 003;1969;E;GA;3321;R;RICCIONE;MONTEDISON;ZA;M;44°07'27,00'';12°45'35,90'';916;Sì;Sì
5144;RICCIONE MARE 008;1969;E;NP;3076;R;RICCIONE;MONTEDISON;ZA;M;44°06'25,00'';12°53'17,00'';748;Sì;Sì
5586;S.GIORGIO MARE 002;1969;E;NP;2498;R;PORTO RECANATI MARE;ELF;ZB;M;43°14'13,00'';13°54'33,40'';923;No;No
5587;S.GIORGIO MARE 003;1969;E;GA;1950;R;PORTO RECANATI MARE;ELF;ZB;M;43°11'50,00'';13°55'26,40'';924;No;No
5660;S.MARIA MARE 001;1969;E;NP;2302;R;PORTO RECANATI MARE;ELF;ZB;M;43°12'01,00'';13°49'28,40'';921;No;No
5678;S.MATTEO 001;1969;E;NP;2912;R;S. MATTEO;AMBASSADOR;RG;T;36°54'51,50'';02°22'43,00'' E;0;No;No
5679;S.MATTEO STRATIGRAFICO 001;1969;ST;NP;92;R;S. MATTEO;AMBASSADOR;RG;T;36°54'49,00'';02°23'04,50'' E;0;No;No
5764;S.SALVO 019;1969;S;GA;1300;S;FIUME TRESTE;AGIP;CH;T;42°00'18,50'';02°16'48,50'' E;760;No;No
5844;S.TOMMASO 001;1969;E;NP;2025;R;CAPO D'ARCO;ELF;AP;T;43°13'26,00'';01°19'32,00'' E;927;No;No
6499;TORRICELLA PELIGNA 002;1969;E;NP;2472;R;PENNADOMO;AGIP;CH;T;42°00'36,00'';01°49'16,00'' E;761;Sì;Sì
6938;VIZZINI 001;1969;E;NP;5507;R;VIZZINI;SARCIS;CT;T;37°08'45,00'';02°15'30,00'' E;0;Sì;No
8;ACCETTURA 001 BIS;1968;E;GA;2640;R;ACCETTURA;AUSONIA MIN.;MT;T;40°32'48,00'';03°48'26,00'' E;687;No;No
9;ACCETTURA 002;1968;E;GA;2652;R;ACCETTURA;AUSONIA MIN.;MT;T;40°32'58,70'';03°47'38,30'' E;693;No;No
10;ACCETTURA 003;1968;S;GA;2089;R;ACCETTURA;AUSONIA MIN.;MT;T;40°33'19,40'';03°48'17,00'' E;691;No;No
27;AFRODITE 001;1968;E;NP;3767;R;A.R 3.AS;AGIP;ZA;M;44°38'40,30'';12°29'10,40'';685;Sì;Sì
35;AGOSTINO 001;1968;E;GA;4127;R;A.R 3.AS;AGIP;ZA;M;44°32'48,00'';12°29'05,30'';706;No;No
169;AMELIA 001;1968;E;GA;5040;R;A.R 6.AS;AGIP;ZA;M;44°24'03,60'';12°40'19,70'';674;No;No
170;AMELIA 002;1968;E;NP;261;R;A.R 6.AS;AGIP;ZA;M;44°20'53,00'';12°43'59,80'';904;Sì;No
171;AMELIA 002 BIS;1968;E;NP;3896;R;A.R 6.AS;AGIP;ZA;M;44°20'55,00'';12°43'59,00'';712;Sì;Sì
226;ANDREA 001;1968;E;NP;2222;R;A.R 5.AG;AGIP;ZA;M;44°24'24,50'';13°12'38,00'';710;No;No
277;ANNA 001;1968;E;NP;2657;R;A.R 7.AG;AGIP;ZA;M;44°14'32,50'';13°28'42,00'';711;No;No
684;BASIL 001;1968;E;NP;2520;R;A.R 9.AG;AGIP;ZA;M;44°07'09,10'';13°01'47,00'';728;No;No
751;BELLISCALA 001;1968;E;MO;2933;R;MUSOLINI;AMBASSADOR;SR;T;36°48'15,00'';02°32'38,50'' E;0;No;No
806;BOMBA 006;1968;S;NP;1138;M;BOMBA;AGIP;CH;T;42°02'23,50'';01°53'32,00'' E;715;Sì;Sì
807;BOMBA 007;1968;S;GA;1476;M;BOMBA;AGIP;CH;T;42°01'14,50'';01°54'34,00'' E;704;Sì;Sì
919;BRINDISI DI MONTAGNA 001;1968;E;NP;1795;R;BRINDISI DI MONTAGNA;MONTEDISON;PZ;T;40°35'18,50'';03°27'53,20'' E;723;Sì;Sì
963;BRUGHERIO 025 DIR;1968;S;GA;1195;M;BRUGHERIO;AGIP;MI;T;45°33'43,40'';03°13'04,50'' W;0;Sì;No
964;BRUGHERIO 026 DIR;1968;S;GA;1090;M;BRUGHERIO;AGIP;MI;T;45°33'43,40'';03°13'04,50'' W;0;Sì;No
965;BRUGHERIO 027 DIR;1968;S;GA;1088;M;BRUGHERIO;AGIP;MI;T;45°33'42,70'';03°13'04,50'' W;0;Sì;No
1002;CA' BELLAVISTA 134;1968;S;GA;624;M;CA' BELLAVISTA;LAZZI GAS;BO;T;44°11'27,00'';01°31'52,00'' W;0;No;No
1003;CA' BELLAVISTA 135;1968;S;GA;503;M;CA' BELLAVISTA;LAZZI GAS;BO;T;44°11'10,50'';01°31'13,50'' W;0;No;No
1050;CALDERARI 001 S;1968;E;MG;4019;R;CALTANISSETTA;SARCIS;EN;T;37°34'19,50'';01°56'59,00'' E;0;Sì;No
1140;CANDELA 022;1968;S;GA;1909;M;MONTE CELEZZA;AGIP;FG;T;41°13'09,20'';02°58'56,70'' E;717;No;No
1141;CANDELA 023;1968;S;GA;1257;M;SERRA GRANDE;SNIA;FG;T;41°14'47,20'';02°57'10,30'' E;718;No;No
1142;CANDELA 024;1968;S;GA;1089;M;RADOGNA;SNIA;FG;T;41°15'03,20'';02°57'01,10'' E;719;No;No
1143;CANDELA 025;1968;S;GA;1673;M;PIANO DELLE ROSE;SNIA;FG;T;41°14'21,10'';02°57'39,60'' E;720;No;No
1144;CANDELA 026;1968;S;GA;1136;M;PIANO DELLE ROSE;SNIA;FG;T;41°13'47,80'';02°57'48,20'' E;721;No;No
1350;CASTELLANA 001 R;1968;ST;NP;102;R;CASTELLANA;MONTEDISON;PA;T;37°44'50,00'';01°23'30,00'' E;0;No;No
1359;CASTELLUCCIO DEI SAURI 001;1968;E;GA;1100;M;CASTELLUCCIO DEI SAURI;AGIP;FG;T;41°13'17,00'';03°01'49,00'' E;695;No;No
1475;CAVIAGA 059;1968;E;NP;2516;M;CAVIAGA;AGIP;MI;T;45°16'28,00'';02°55'50,00'' W;0;No;No
1513;CELENZA 002;1968;E;NP;4911;R;CELENZA;AGIP;FG;T;41°27'11,00'';02°42'51,50'' E;707;Sì;Sì
1763;CIRO' 006;1968;S;NP;634;M;MANCHE DI CIMALIA;MONTEDISON;CZ;T;39°28'17,80'';04°33'17,20'' E;689;No;No
1765;CIRO' 008;1968;E;NP;610;R;CIRO';MONTEDISON;CS;T;39°30'38,60'';04°28'35,60'' E;700;Sì;Sì
1770;CIRO' MARE 002;1968;E;GA;677;R;CIRO' MARE;IDR.ARIANO;CZ;T;39°28'56,40'';04°34'20,50'' E;696;No;No
1850;COLLE SCALELLA 003;1968;E;GA;1401;R;COLLE SCALELLA;SORI;CB;T;42°00'54,00'';02°25'00,50'' E;690;Sì;Sì
1892;COMISO 004;1968;E;MG;2213;M;COMISO II;PETROLI DELL'ISOLA;RG;T;37°00'40,40'';02°15'54,80'' E;0;No;No
1967;CORNEGLIANO 020;1968;E;NP;2478;M;CAVIAGA;AGIP;MI;T;45°17'03,50'';03°01'55,00'' W;0;No;No
2232;CRETA 001;1968;E;MG;3203;R;CALTANISSETTA;SARCIS;AG;T;37°39'20,00'';01°19'29,00'' E;0;No;No
2725;GABRIELLA MARE 001;1968;E;NP;2417;R;ANCONA MARE;ELF;ZB;M;43°42'14,00'';13°20'56,40'';727;Sì;Sì
2772;GAGLIANO 027;1968;S;GA;2819;M;GAGLIANO;AGIP;EN;T;37°44'16,00'';02°03'30,00'' E;0;No;No
2773;GAGLIANO 028;1968;S;NP;3801;M;GAGLIANO;AGIP;EN;T;37°45'33,00'';02°03'59,00'' E;0;No;No
2774;GAGLIANO 029;1968;S;GA;2989;M;GAGLIANO;AGIP;EN;T;37°43'52,00'';02°04'59,00'' E;0;No;No
2776;GAGLIANO 031;1968;S;GA;2955;M;GAGLIANO;AGIP;EN;T;37°44'57,50'';02°04'48,00'' E;0;No;No
2819;GATTEO MARE 001 DIR;1968;E;NP;2042;C;GATTEO MARE;AGIP;FO;T;44°10'57,50'';00°01'42,80'' W;3374;Sì;Sì
2910;GELA 084;1968;S;OL;3384;R;GELA;AGIP;ZC;M;37°02'20,50'';14°15'27,90'';0;No;No
3147;IMOLA 010;1968;E;GA;2198;C;IMOLA;AGIP;BO;T;44°24'07,30'';00°43'10,80'' W;3375;Sì;Sì
3223;LARINO 001;1968;E;NP;2672;M;LARINO;ESTR.LAV.IDR.;CB;T;41°46'23,00'';02°29'04,60'' E;756;Sì;Sì
3281;LERCARA 001;1968;ST;NP;99;R;LERCARA;MONTEDISON;PA;T;37°43'40,00'';01°20'47,00'' E;0;No;No
3576;MASCHITO 002;1968;E;NP;3469;R;MASCHITO;RIC.PETR.MERIDIONALI;PZ;T;40°52'38,00'';03°24'31,00'' E;705;Sì;Sì
3815;MONDRAGONE 001;1968;E;NP;2002;R;MONDRAGONE;RIC.PERF.MIN.;CE;T;41°12'17,00'';01°21'44,00'' E;729;Sì;Sì
3887;MONTE CAPRARO 002 BIS;1968;E;GA;1511;M;MASSERIA GIZZI;MIN.PETR.ITALIANA;CB;T;41°53'31,00'';02°27'17,00'' E;686;No;No
3937;MONTE RENNA 001;1968;ST;NP;100;R;DONNALUCATA;ANSCHUTZ;SR;T;36°50'24,00'';02°09'08,00'' E;0;No;No
4020;MONTESTILLO 011;1968;S;GA;2562;M;CARIGNANO;AGIP;FG;T;41°26'57,00'';02°47'44,00'' E;683;No;No
4021;MONTESTILLO 012;1968;E;GA;2366;M;CARIGNANO;AGIP;FG;T;41°28'53,00'';02°46'33,00'' E;684;No;No
4022;MONTESTILLO 013;1968;S;GA;2530;M;CARIGNANO;AGIP;FG;T;41°27'15,50'';02°47'35,00'' E;673;No;No
4023;MONTESTILLO 014;1968;S;GA;2520;M;CARIGNANO;AGIP;FG;T;41°27'07,50'';02°47'18,00'' E;703;No;No
4024;MONTESTILLO 015;1968;S;GA;2495;M;CARIGNANO;AGIP;FG;T;41°27'12,00'';02°47'07,00'' E;709;No;No
4025;MONTESTILLO 016;1968;S;GA;2408;M;CARIGNANO;AGIP;FG;T;41°28'32,50'';02°46'57,50'' E;764;No;No
4234;PALAZZUOLO 001;1968;E;NP;2506;R;FIRENZUOLA;ITALSIGNAL;FI;T;44°07'11,00'';00°55'26,00'' W;708;Sì;Sì
4594;PONTE DIRILLO 009;1968;S;OL;3040;R;GELA;AGIP;CL;T;37°02'47,90'';01°54'14,00'' E;0;No;No
4623;PORTO CORSINI 005 DIR;1968;E;GA;2955;M;PORTO CORSINI TERRA;AGIP;RA;T;44°30'20,00'';00°13'49,50'' W;0;No;No
4624;PORTO CORSINI 006 DIR;1968;E;GA;2789;M;PORTO CORSINI TERRA;AGIP;RA;T;44°30'20,70'';00°13'49,80'' W;0;No;No
4652;PORTO CORSINI MARE EST 013;1968;E;GA;3318;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'38,70'';12°34'22,80'';535;No;No
4653;PORTO CORSINI MARE EST 014;1968;S;GA;3310;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'14,60'';12°34'26,70'';907;No;No
4654;PORTO CORSINI MARE EST 015;1968;S;GA;2317;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'38,02'';12°34'26,70'';697;No;No
4655;PORTO CORSINI MARE EST 016;1968;S;GA;2339;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'38,01'';12°34'26,70'';908;No;No
4656;PORTO CORSINI MARE EST 017;1968;S;GA;2500;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'38,02'';12°34'26,70'';909;No;No
4657;PORTO CORSINI MARE EST 018;1968;S;GA;2277;M;PORTO CORSINI MARE;AGIP;ZA;M;44°23'15,00'';12°34'26,70'';910;No;No
4721;PORTO CORSINI MARE OVEST 004 DIR;1968;E;GA;3613;M;A.C 26.EA;AGIP;ZA;M;44°30'39,90'';12°21'35,80'';0;No;No
4756;PORTO GARIBALDI 001;1968;E;GA;3928;M;CERVIA MARE;AGIP;ZA;M;44°29'04,40'';12°31'35,80'';692;No;No
4757;PORTO GARIBALDI 002;1968;E;GA;4374;M;CERVIA MARE;AGIP;ZA;M;44°28'29,00'';12°32'48,50'';713;No;No
4758;PORTO GARIBALDI 003;1968;E;GA;3665;M;CERVIA MARE;AGIP;ZA;M;44°31'19,30'';12°30'41,20'';714;No;No
5065;RAVENNA MARE 008;1968;S;GA;1718;M;A.C 27.EA;AGIP;ZA;M;44°25'03,50'';12°23'27,40'';0;No;No
5066;RAVENNA MARE 009 DIR;1968;S;GA;1561;M;A.C 27.EA;AGIP;ZA;M;44°25'03,50'';12°23'27,40'';0;No;No
5067;RAVENNA MARE 010 DIR;1968;S;GA;1600;M;A.C 27.EA;AGIP;ZA;M;44°25'03,50'';12°23'27,40'';0;No;No
5068;RAVENNA MARE 011 DIR;1968;S;GA;1552;M;A.C 27.EA;AGIP;ZA;M;44°25'03,50'';12°23'27,40'';0;No;No
5069;RAVENNA MARE 012 DIR;1968;S;GA;1556;M;A.C 27.EA;AGIP;ZA;M;44°25'03,50'';12°23'27,40'';0;No;No
5070;RAVENNA MARE 013 DIR;1968;S;GA;1544;M;A.C 27.EA;AGIP;ZA;M;44°25'03,50'';12°23'27,40'';0;No;No
5071;RAVENNA MARE 014 DIR;1968;S;GA;1558;M;A.C 27.EA;AGIP;ZA;M;44°25'03,50'';12°23'27,40'';0;No;No
5072;RAVENNA MARE 015 DIR;1968;S;GA;1574;M;A.C 27.EA;AGIP;ZA;M;44°25'03,00'';12°23'27,00'';0;No;No
5078;RAVENNA MARE SUD 005;1968;S;GA;2657;M;A.C 27.EA;AGIP;ZA;M;44°23'25,50'';12°21'27,00'';0;No;No
5079;RAVENNA MARE SUD 005 DIR;1968;S;GA;2850;M;A.C 27.EA;AGIP;ZA;M;44°23'25,50'';12°21'27,00'';0;No;No
5130;RENDINA 001;1968;E;NP;2250;R;LAGO DI RENDINA;SNIA;PZ;T;41°03'41,20'';03°15'06,40'' E;699;Sì;Sì
5132;RENNA 001;1968;ST;NP;100;R;ROSOLINI;AMBASSADOR;SR;T;36°52'51,00'';02°30'44,00'' E;0;No;No
5367;ROMENTINO 001;1968;E;NP;3648;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°28'32,00'';03°42'26,00'' W;0;No;No
5504;S.ANTONIO 001;1968;E;NP;3104;R;SILVI;PETROSUD;PE;T;42°29'49,50'';01°40'52,50'' E;671;Sì;No
5549;S.CHIRICO 004;1968;E;NP;2358;R;TOLVE;AUSONIA MIN.;PZ;T;40°40'44,00'';03°37'17,00'' E;688;Sì;Sì
5585;S.GIORGIO MARE 001;1968;E;GA;1774;R;PORTO RECANATI MARE;ELF;ZB;M;43°12'32,00'';13°54'52,40'';724;No;No
6083;SERGNANO 021;1968;S;GA;1348;M;SERGNANO;AGIP;CR;T;45°25'24,50'';02°45'32,00'' W;0;Sì;No
6084;SERGNANO 022 DIR;1968;S;GA;1350;M;SERGNANO;AGIP;CR;T;45°25'25,10'';02°45'32,70'' W;0;Sì;No
6085;SERGNANO 023 DIR;1968;S;GA;1348;M;SERGNANO;AGIP;CR;T;45°25'25,80'';02°45'32,90'' W;0;Sì;No
6086;SERGNANO 024 DIR;1968;S;GA;1349;M;SERGNANO;AGIP;CR;T;45°25'26,50'';02°45'33,00'' W;0;Sì;No
